id,first_name,last_name,email,gender,ip_address,trade_id,stock_symbol,trade_date,trade_time,trade_price,trade_quantity,buyer_id,seller_id,trade_type,commission_fee
395,Kary,Jancic,kjancicay@hexun.com,Female,56.154.16.136,395,MSFT,2/3/2020,9,488.47,2,395,395,sell,38.43
396,Erhard,Nolte,enolteaz@163.com,Genderqueer,209.210.219.231,396,AMZN,4/9/2020,11,496.38,893,396,396,buy,64.15
397,Ursala,Franceschielli,ufranceschiellib0@privacy.gov.au,Non-binary,117.212.244.59,397,AMZN,2/26/2021,8,145.72,593,397,397,buy,75.51
398,Jarret,Ludye,jludyeb1@nationalgeographic.com,Male,23.116.160.16,398,AAPL,3/17/2021,15,373.52,527,398,398,buy,30.03
399,Willem,Blonden,wblondenb2@ucoz.com,Male,62.147.84.209,399,AAPL,3/17/2021,1,300.34,448,399,399,sell,43.16
400,Nathan,Aberchirder,naberchirderb3@discuz.net,Male,46.235.141.202,400,GOOGL,6/21/2020,14,649.71,719,400,400,sell,60.49
401,Jody,Sayre,jsayreb4@wikia.com,Male,118.16.206.206,401,AAPL,9/1/2021,17,445.26,477,401,401,sell,1.12
402,Sylvan,Lotherington,slotheringtonb5@dropbox.com,Male,223.157.46.91,402,AMZN,3/23/2021,2,634.19,942,402,402,buy,99.09
403,Llewellyn,Seyfart,lseyfartb6@mysql.com,Male,245.206.132.210,403,GOOGL,6/18/2020,14,443.23,908,403,403,buy,82.91
404,Moss,Forsyde,mforsydeb7@phoca.cz,Male,121.232.225.31,404,AMZN,7/10/2021,3,98.51,461,404,404,sell,96.17
405,Arluene,Camois,acamoisb8@ameblo.jp,Bigender,73.222.35.163,405,MSFT,4/21/2021,5,454.03,867,405,405,sell,81.04
406,Billie,Darkins,bdarkinsb9@wufoo.com,Male,213.21.135.168,406,AAPL,9/23/2020,20,185.24,997,406,406,sell,18.94
407,Misty,Donoghue,mdonoghueba@illinois.edu,Female,25.89.145.22,407,AMZN,10/14/2021,0,237.43,294,407,407,sell,74.28
408,Raoul,Shorie,rshoriebb@hugedomains.com,Male,91.222.164.9,408,AAPL,6/12/2020,0,722.16,38,408,408,buy,23.76
409,Connie,Foss,cfossbc@wisc.edu,Male,84.0.190.74,409,AMZN,11/5/2021,10,524.91,801,409,409,buy,72.04
410,Pollyanna,Pyburn,ppyburnbd@goo.ne.jp,Agender,180.194.108.31,410,AAPL,1/27/2020,14,875.19,477,410,410,sell,59.0
411,Leia,Lennox,llennoxbe@tuttocitta.it,Female,33.39.205.174,411,MSFT,12/14/2021,10,24.13,227,411,411,buy,82.32
412,Pasquale,Silverthorne,psilverthornebf@drupal.org,Male,119.139.69.13,412,FB,4/22/2020,16,0.03,89,412,412,sell,64.97
413,Virgina,Guitonneau,vguitonneaubg@rediff.com,Female,163.124.125.234,413,AAPL,2/8/2021,2,774.35,46,413,413,buy,49.41
414,Annis,Sharple,asharplebh@w3.org,Polygender,255.32.119.1,414,AMZN,7/2/2021,6,513.95,250,414,414,sell,96.13
415,Kristal,Scampion,kscampionbi@cyberchimps.com,Female,185.140.252.244,415,GOOGL,3/11/2021,8,687.14,255,415,415,sell,40.0
416,Alvan,Birds,abirdsbj@digg.com,Male,144.207.255.110,416,MSFT,1/13/2020,4,512.83,443,416,416,sell,24.35
417,Jory,Fulton,jfultonbk@sciencedirect.com,Male,96.132.126.92,417,GOOGL,4/19/2021,22,938.01,288,417,417,sell,50.9
418,Irwinn,Simnell,isimnellbl@1688.com,Male,125.176.121.224,418,AAPL,12/6/2021,10,681.45,697,418,418,sell,26.52
419,Giraldo,Cogdon,gcogdonbm@ibm.com,Male,59.122.190.32,419,AAPL,3/23/2021,23,667.11,78,419,419,sell,61.83
420,Aindrea,Maudson,amaudsonbn@free.fr,Bigender,186.59.17.211,420,AAPL,2/28/2020,14,597.54,419,420,420,buy,46.28
421,Dane,Deignan,ddeignanbo@youtu.be,Male,232.78.54.71,421,MSFT,10/17/2020,23,446.81,403,421,421,sell,51.06
422,Fidelia,Peace,fpeacebp@sciencedirect.com,Female,250.248.20.218,422,FB,5/18/2021,7,800.98,778,422,422,buy,36.0
423,Nessy,Renard,nrenardbq@fastcompany.com,Female,12.51.92.79,423,AMZN,12/21/2020,2,410.19,486,423,423,sell,26.13
424,Brett,Eakly,beaklybr@go.com,Male,54.36.16.86,424,AMZN,2/8/2020,22,351.39,368,424,424,buy,37.51
425,Cassius,Patterfield,cpatterfieldbs@typepad.com,Male,209.242.123.137,425,FB,6/24/2021,13,645.72,59,425,425,buy,51.42
426,Regan,Cobley,rcobleybt@nsw.gov.au,Male,27.7.85.51,426,AAPL,5/22/2021,20,473.03,776,426,426,sell,88.93
427,Romy,Drugan,rdruganbu@webnode.com,Female,116.187.136.105,427,GOOGL,5/2/2020,3,356.98,328,427,427,buy,69.73
428,Dorolice,Monkleigh,dmonkleighbv@vinaora.com,Female,247.37.216.100,428,AAPL,7/28/2020,8,934.07,512,428,428,sell,54.49
429,Lauree,Grubey,lgrubeybw@google.com,Female,159.14.247.196,429,AAPL,7/20/2020,8,622.47,845,429,429,sell,23.6
430,Shannon,Togher,stogherbx@ask.com,Male,253.62.197.92,430,MSFT,3/27/2020,18,854.24,624,430,430,buy,85.87
431,Connie,Goodby,cgoodbyby@yolasite.com,Female,143.17.32.254,431,GOOGL,6/9/2021,15,519.63,368,431,431,sell,79.96
432,Brendin,Dacres,bdacresbz@last.fm,Male,216.7.66.111,432,AMZN,10/12/2020,23,473.1,615,432,432,sell,52.93
433,Sibylla,MacGille,smacgillec0@smh.com.au,Female,49.204.215.33,433,AAPL,12/16/2021,3,447.47,937,433,433,buy,21.2
434,Edgardo,Curwen,ecurwenc1@google.com.br,Male,232.38.246.112,434,FB,9/1/2020,16,72.76,61,434,434,sell,72.44
435,Maryann,Matczak,mmatczakc2@reuters.com,Female,123.192.120.191,435,MSFT,12/2/2021,5,369.44,84,435,435,buy,92.46
436,Devland,Jarrad,djarradc3@instagram.com,Male,177.42.34.93,436,AAPL,9/21/2021,5,478.8,284,436,436,sell,35.48
437,Eamon,Beseke,ebesekec4@theglobeandmail.com,Male,233.16.145.205,437,AAPL,5/23/2021,21,856.02,141,437,437,sell,30.15
438,Henrik,Mee,hmeec5@vistaprint.com,Male,50.170.108.226,438,AAPL,7/17/2020,18,958.52,381,438,438,buy,4.51
439,Clarie,Sapey,csapeyc6@myspace.com,Female,122.250.144.140,439,MSFT,7/24/2020,2,605.48,256,439,439,sell,30.74
440,Esther,Christophers,echristophersc7@google.co.jp,Female,140.81.106.54,440,AMZN,9/5/2021,10,663.71,268,440,440,sell,77.12
441,Anastasie,Baldery,abalderyc8@hubpages.com,Female,187.54.238.51,441,AMZN,5/2/2021,1,292.54,276,441,441,sell,65.37
442,Eleen,Cuddehay,ecuddehayc9@hc360.com,Female,60.134.68.125,442,FB,5/1/2020,12,754.75,85,442,442,sell,88.18
443,Caesar,Doding,cdodingca@blogger.com,Male,22.44.206.5,443,AAPL,12/8/2021,2,55.2,633,443,443,sell,99.69
444,Tine,Bernardoux,tbernardouxcb@topsy.com,Female,250.222.155.105,444,AMZN,5/13/2020,20,868.27,553,444,444,buy,43.87
445,Abbe,Cancellor,acancellorcc@networkadvertising.org,Female,19.247.197.93,445,MSFT,11/4/2020,7,630.17,139,445,445,sell,35.7
446,Trixy,Dawdry,tdawdrycd@tuttocitta.it,Female,244.210.32.68,446,MSFT,10/22/2021,9,276.54,54,446,446,sell,3.11
447,Michaela,Fabry,mfabryce@cnn.com,Female,220.57.186.161,447,AMZN,12/18/2020,12,934.3,159,447,447,sell,83.95
448,Cristian,Olyonov,colyonovcf@hatena.ne.jp,Male,202.94.29.39,448,MSFT,12/22/2020,21,164.03,453,448,448,sell,88.57
449,Reginauld,Neely,rneelycg@nhs.uk,Male,218.42.214.247,449,AMZN,1/16/2021,3,215.33,376,449,449,buy,65.33
450,Abramo,Poppleton,apoppletonch@gnu.org,Male,39.9.110.160,450,AAPL,9/10/2020,12,741.34,647,450,450,buy,25.1
451,Cindie,Dewi,cdewici@usnews.com,Female,190.134.152.88,451,AMZN,11/30/2020,17,109.28,59,451,451,sell,33.93
452,Porty,Jaggar,pjaggarcj@vkontakte.ru,Male,126.19.143.45,452,AMZN,8/5/2021,7,607.54,266,452,452,buy,63.22
453,Carry,Duddan,cduddanck@dagondesign.com,Female,247.83.239.175,453,MSFT,9/25/2021,1,630.12,265,453,453,buy,24.08
454,Gan,Goodburn,ggoodburncl@usgs.gov,Male,246.99.114.131,454,FB,5/5/2020,17,414.92,978,454,454,buy,7.57
455,Brantley,Groll,bgrollcm@youtu.be,Male,33.20.36.89,455,AMZN,3/7/2020,16,849.87,770,455,455,buy,70.9
456,Calla,Kinson,ckinsoncn@nymag.com,Female,141.24.203.226,456,FB,6/27/2021,10,908.93,341,456,456,buy,12.19
457,Chadd,Weedenburg,cweedenburgco@flickr.com,Male,88.160.227.211,457,GOOGL,5/10/2020,3,922.58,619,457,457,sell,24.01
458,Dexter,Crowe,dcrowecp@wikia.com,Male,49.241.97.197,458,AMZN,6/6/2021,19,157.56,909,458,458,buy,73.99
459,Caty,Spofforth,cspofforthcq@unblog.fr,Female,202.182.247.203,459,MSFT,4/28/2020,18,881.96,836,459,459,buy,25.52
460,Glen,Ramble,gramblecr@ucoz.com,Male,196.40.183.150,460,MSFT,8/2/2021,5,266.87,571,460,460,buy,5.03
461,Lucias,Halliday,lhallidaycs@quantcast.com,Male,92.168.207.12,461,AAPL,6/16/2021,8,121.34,542,461,461,sell,38.4
462,Rhonda,Islep,rislepct@youku.com,Female,201.227.231.186,462,MSFT,5/15/2020,8,281.28,793,462,462,buy,79.18
463,Gui,Tabor,gtaborcu@com.com,Female,65.242.100.193,463,GOOGL,11/26/2021,3,259.71,810,463,463,buy,94.4
464,Miriam,Ginie,mginiecv@addtoany.com,Female,152.212.2.32,464,AMZN,2/12/2020,9,83.46,310,464,464,buy,81.16
465,Claudine,Medd,cmeddcw@blogspot.com,Female,10.227.253.32,465,AAPL,5/30/2021,2,407.02,758,465,465,buy,48.54
466,Lanni,Iwanczyk,liwanczykcx@sitemeter.com,Female,196.251.105.175,466,FB,7/1/2021,9,342.2,840,466,466,buy,35.5
467,Forrest,O'Dyvoie,fodyvoiecy@google.co.jp,Male,224.251.96.181,467,AMZN,11/11/2021,1,279.07,723,467,467,buy,64.31
468,Omero,Lawleff,olawleffcz@eventbrite.com,Male,114.14.199.82,468,FB,4/9/2021,18,559.92,561,468,468,buy,29.69
469,Arlan,Mannie,amannied0@sciencedirect.com,Male,147.38.239.33,469,MSFT,6/9/2020,2,253.18,812,469,469,buy,94.34
470,Antin,Fawlkes,afawlkesd1@bloglines.com,Male,186.220.166.6,470,GOOGL,9/17/2021,11,982.53,293,470,470,sell,22.12
471,Morse,Doumic,mdoumicd2@goo.gl,Male,95.122.85.244,471,MSFT,5/26/2021,17,559.5,747,471,471,sell,92.84
472,Datha,Shufflebotham,dshufflebothamd3@yahoo.co.jp,Female,19.70.106.225,472,GOOGL,9/25/2020,16,892.89,179,472,472,sell,62.65
473,Doloritas,Hammill,dhammilld4@fema.gov,Female,43.92.57.180,473,FB,12/20/2020,8,82.85,623,473,473,buy,95.17
474,Angelle,Rosenstock,arosenstockd5@foxnews.com,Female,184.19.9.166,474,GOOGL,7/16/2021,15,444.23,552,474,474,buy,13.04
475,Starlin,Skeates,sskeatesd6@unblog.fr,Female,175.151.213.77,475,GOOGL,2/15/2020,10,896.89,513,475,475,buy,33.26
476,Verne,Sevin,vsevind7@naver.com,Male,136.170.120.208,476,FB,11/5/2020,8,308.3,685,476,476,buy,67.52
477,Jefferey,Lindeboom,jlindeboomd8@blinklist.com,Male,34.104.98.73,477,FB,4/24/2021,15,753.17,432,477,477,sell,48.01
478,Alyse,Caldero,acalderod9@photobucket.com,Female,42.40.60.72,478,GOOGL,10/9/2020,6,896.11,798,478,478,sell,2.4
479,Webb,Rodders,wroddersda@wufoo.com,Male,51.244.231.255,479,AMZN,8/4/2020,7,278.77,925,479,479,sell,80.98
480,Noah,Daud,ndauddb@hexun.com,Male,246.74.240.174,480,AMZN,2/16/2021,0,849.3,357,480,480,sell,86.17
481,Jeromy,Melsome,jmelsomedc@bing.com,Male,15.251.7.67,481,MSFT,6/30/2020,17,838.62,907,481,481,buy,80.97
482,Eleanore,Allom,eallomdd@dyndns.org,Female,87.120.71.140,482,AMZN,8/6/2020,7,80.62,136,482,482,buy,63.82
483,Walther,Sixsmith,wsixsmithde@harvard.edu,Male,182.7.168.121,483,AMZN,7/19/2021,19,298.38,271,483,483,sell,29.09
484,Bale,Trawin,btrawindf@webnode.com,Male,210.69.182.252,484,GOOGL,1/6/2021,13,792.13,863,484,484,buy,68.79
485,Heall,Baiyle,hbaiyledg@issuu.com,Male,169.101.82.61,485,AMZN,9/16/2020,22,800.38,997,485,485,sell,71.17
486,Wallache,Dignall,wdignalldh@bing.com,Male,33.108.53.197,486,FB,10/18/2021,23,750.51,956,486,486,sell,30.32
487,Pattie,Rickards,prickardsdi@posterous.com,Female,22.46.57.170,487,FB,2/2/2021,10,488.58,517,487,487,buy,91.36
488,Karin,Bigley,kbigleydj@cdbaby.com,Female,177.232.33.164,488,MSFT,1/30/2020,17,262.73,933,488,488,sell,24.18
489,Kinna,Fosberry,kfosberrydk@japanpost.jp,Female,161.100.197.238,489,AMZN,4/27/2021,3,15.54,569,489,489,buy,25.42
490,Petr,Stiffell,pstiffelldl@rakuten.co.jp,Male,155.7.7.172,490,GOOGL,4/9/2021,6,739.07,572,490,490,buy,89.05
491,Tamarra,Tudball,ttudballdm@ebay.com,Female,139.2.197.153,491,GOOGL,5/27/2021,9,90.2,647,491,491,sell,85.97
492,Goober,Langthorne,glangthornedn@bloglines.com,Polygender,137.67.71.23,492,GOOGL,11/25/2020,15,967.34,861,492,492,sell,36.09
493,Ari,Slimm,aslimmdo@aboutads.info,Male,243.193.213.226,493,GOOGL,10/26/2020,9,975.53,435,493,493,sell,97.79
494,Inger,Springett,ispringettdp@sbwire.com,Female,22.111.120.76,494,MSFT,5/8/2021,11,875.49,335,494,494,sell,69.95
495,Frayda,Croisdall,fcroisdalldq@usnews.com,Female,140.122.242.97,495,GOOGL,1/8/2020,0,632.23,126,495,495,sell,57.46
496,Desmund,Coaster,dcoasterdr@boston.com,Male,207.10.13.25,496,FB,3/6/2020,9,830.61,239,496,496,sell,70.09
497,Carson,Elce,celceds@apache.org,Male,139.113.1.240,497,MSFT,5/10/2021,2,278.26,198,497,497,buy,40.01
498,Wain,Evenden,wevendendt@sitemeter.com,Male,56.58.251.146,498,FB,12/22/2020,12,776.95,395,498,498,buy,95.82
499,Innis,Waugh,iwaughdu@google.pl,Male,139.121.188.135,499,FB,4/7/2020,22,707.88,784,499,499,buy,27.15
500,Forrester,Cappel,fcappeldv@youtu.be,Male,155.113.154.227,500,GOOGL,10/22/2021,8,291.92,85,500,500,sell,79.85
501,Alvan,Dake,adakedw@csmonitor.com,Male,95.61.144.170,501,FB,11/30/2020,8,835.39,810,501,501,sell,99.27
502,Hogan,Jan,hjandx@hibu.com,Male,233.229.9.52,502,GOOGL,1/24/2021,3,385.17,640,502,502,buy,97.92
503,Phyllida,Grimm,pgrimmdy@cbc.ca,Female,208.238.60.85,503,AAPL,7/4/2021,18,366.38,81,503,503,buy,83.58
504,Ciro,Pidcock,cpidcockdz@house.gov,Male,58.18.130.215,504,FB,5/23/2021,8,712.48,401,504,504,buy,96.61
505,Tallie,Dobel,tdobele0@aboutads.info,Female,187.104.139.102,505,GOOGL,5/23/2021,20,78.34,327,505,505,buy,29.19
506,Val,Burgh,vburghe1@seesaa.net,Female,172.141.49.106,506,AMZN,11/13/2020,19,218.77,319,506,506,buy,3.39
507,Lanae,Tourmell,ltourmelle2@pen.io,Female,192.250.59.149,507,MSFT,8/31/2021,13,598.98,181,507,507,buy,17.9
508,Kassie,Jotcham,kjotchame3@bandcamp.com,Female,197.163.130.137,508,GOOGL,1/2/2020,23,176.32,160,508,508,buy,92.73
509,Teador,de Lloyd,tdelloyde4@bing.com,Male,83.50.149.153,509,FB,2/12/2021,21,679.72,535,509,509,sell,99.78
510,Alicea,Celler,acellere5@youku.com,Female,59.130.71.77,510,MSFT,9/20/2021,8,280.56,532,510,510,sell,78.66
511,Winnie,Stubbin,wstubbine6@springer.com,Male,126.1.100.179,511,GOOGL,6/27/2020,18,557.31,564,511,511,buy,31.69
512,Morey,Coolican,mcoolicane7@slate.com,Male,234.132.99.136,512,MSFT,12/10/2021,5,731.15,591,512,512,buy,83.08
513,Cathrine,Whichelow,cwhichelowe8@intel.com,Female,50.206.179.250,513,GOOGL,6/16/2021,15,994.33,181,513,513,sell,3.53
514,Donny,Danilovich,ddaniloviche9@unblog.fr,Female,162.138.198.8,514,MSFT,3/25/2020,4,974.86,825,514,514,buy,80.41
515,Alano,Scotchbrook,ascotchbrookea@webeden.co.uk,Male,48.58.99.89,515,FB,12/18/2020,20,959.09,699,515,515,buy,54.96
516,Fenelia,Sycamore,fsycamoreeb@csmonitor.com,Female,215.31.243.31,516,AMZN,10/7/2021,14,369.12,57,516,516,buy,32.98
517,Raimondo,Noweak,rnoweakec@eepurl.com,Male,223.98.202.110,517,AMZN,8/6/2020,8,676.11,574,517,517,sell,27.26
518,Esme,Luetkemeyers,eluetkemeyersed@umich.edu,Male,99.68.159.119,518,AMZN,6/10/2020,23,600.77,164,518,518,buy,54.59
519,Alfonse,Bengtson,abengtsonee@nydailynews.com,Male,53.187.72.98,519,AAPL,5/21/2020,14,370.49,249,519,519,sell,64.96
520,Bobby,Annand,bannandef@alexa.com,Male,243.207.153.181,520,FB,4/13/2020,15,561.34,56,520,520,buy,6.02
521,Mari,Gwillym,mgwillymeg@about.com,Female,109.34.183.163,521,AMZN,6/12/2021,23,292.78,548,521,521,buy,56.75
522,Roddy,Spradbrow,rspradbroweh@army.mil,Male,150.108.10.200,522,GOOGL,5/20/2020,9,972.94,152,522,522,buy,23.57
523,Garner,Humbey,ghumbeyei@sun.com,Male,65.254.42.160,523,FB,11/30/2021,21,615.72,855,523,523,buy,16.94
524,Tades,Stitch,tstitchej@oakley.com,Male,115.142.74.98,524,MSFT,12/14/2021,3,33.02,460,524,524,sell,29.36
525,Dorolice,Stroton,dstrotonek@ask.com,Female,231.98.145.252,525,GOOGL,1/11/2021,4,691.28,536,525,525,sell,99.24
526,Rosita,Oldis,roldisel@elpais.com,Female,48.142.143.138,526,GOOGL,10/28/2021,8,47.8,9,526,526,sell,39.6
527,Ashlie,Krop,akropem@harvard.edu,Female,45.245.159.122,527,AMZN,4/30/2020,16,505.31,320,527,527,buy,20.24
528,Aubert,Mumbey,amumbeyen@craigslist.org,Male,93.90.187.26,528,FB,9/23/2020,6,461.52,566,528,528,sell,27.19
529,Jeri,Jeckell,jjeckelleo@guardian.co.uk,Female,243.108.27.213,529,FB,2/13/2021,11,963.47,181,529,529,buy,47.9
530,Gareth,Sines,gsinesep@google.com.br,Male,106.202.121.240,530,AMZN,12/2/2020,7,410.78,810,530,530,buy,66.46
531,Augy,Savege,asavegeeq@cnet.com,Male,170.178.60.100,531,AAPL,6/5/2020,4,971.31,709,531,531,sell,85.1
532,Vassily,Hazeldine,vhazeldineer@oracle.com,Male,171.176.12.89,532,GOOGL,2/3/2021,3,120.09,662,532,532,buy,39.77
533,Hank,Haryngton,hharyngtones@utexas.edu,Male,101.227.115.118,533,GOOGL,3/7/2020,3,86.99,506,533,533,buy,10.39
534,Randene,Yesinin,ryesininet@utexas.edu,Female,249.164.15.37,534,AMZN,7/8/2020,6,378.65,361,534,534,sell,33.77
535,Drucy,Dmiterko,ddmiterkoeu@mapy.cz,Female,122.173.168.63,535,AMZN,10/5/2020,12,884.72,608,535,535,sell,12.95
536,Donny,Holgan,dholganev@weather.com,Male,255.196.28.110,536,MSFT,10/19/2021,13,930.39,657,536,536,buy,49.53
537,Ewart,Yablsley,eyablsleyew@hhs.gov,Male,80.109.235.26,537,GOOGL,3/11/2020,20,369.15,330,537,537,buy,53.24
538,Tess,Blint,tblintex@cargocollective.com,Female,138.225.111.178,538,GOOGL,12/11/2020,5,443.99,315,538,538,buy,3.37
539,Charlton,Kettridge,ckettridgeey@i2i.jp,Male,98.250.217.209,539,AAPL,6/28/2021,23,8.96,737,539,539,buy,0.5
540,Fidelia,Coulman,fcoulmanez@g.co,Female,9.120.72.161,540,AAPL,4/10/2020,17,20.02,924,540,540,sell,19.9
541,Jacinthe,Dove,jdovef0@51.la,Female,142.254.175.186,541,AAPL,1/17/2020,14,330.85,780,541,541,buy,20.93
542,Ekaterina,Savatier,esavatierf1@booking.com,Female,107.106.79.174,542,FB,11/16/2020,6,400.63,803,542,542,sell,51.6
543,Annecorinne,Comelini,acomelinif2@miitbeian.gov.cn,Female,38.97.119.196,543,AAPL,10/12/2021,7,318.31,50,543,543,buy,85.39
544,Courtney,Capin,ccapinf3@wired.com,Male,198.20.147.22,544,AMZN,1/2/2020,16,630.96,396,544,544,sell,61.17
545,Clareta,Aughton,caughtonf4@symantec.com,Female,127.102.215.171,545,MSFT,4/17/2020,12,944.45,288,545,545,sell,18.76
546,Mureil,Clynman,mclynmanf5@chron.com,Female,93.63.208.240,546,GOOGL,9/24/2020,13,30.25,25,546,546,buy,25.43
547,Beniamino,Adnet,badnetf6@vistaprint.com,Male,45.119.196.116,547,GOOGL,9/4/2021,6,72.14,148,547,547,buy,91.34
548,Maurita,Brian,mbrianf7@mit.edu,Female,241.222.87.40,548,AAPL,3/8/2020,13,200.86,603,548,548,sell,6.62
549,Celia,Woodham,cwoodhamf8@buzzfeed.com,Female,129.21.49.72,549,AAPL,11/12/2020,11,716.81,954,549,549,buy,73.59
550,Fenelia,Holbury,fholburyf9@amazon.co.uk,Female,22.243.22.213,550,AAPL,6/14/2021,8,596.26,213,550,550,sell,45.65
551,Linnet,Le Merchant,llemerchantfa@google.co.uk,Female,253.104.85.126,551,AAPL,3/2/2020,9,225.95,109,551,551,sell,13.16
552,Court,Dodsley,cdodsleyfb@state.gov,Male,76.175.215.59,552,FB,8/18/2021,2,187.24,835,552,552,buy,38.74
553,Anatollo,Fosten,afostenfc@engadget.com,Male,199.171.10.83,553,AMZN,7/26/2020,15,593.2,819,553,553,sell,60.85
554,Randee,Curness,rcurnessfd@opera.com,Female,110.68.161.79,554,GOOGL,7/3/2021,18,718.04,862,554,554,buy,24.59
555,Lela,Kember,lkemberfe@dropbox.com,Female,249.117.107.16,555,GOOGL,5/8/2020,3,190.29,438,555,555,sell,87.73
556,Bennie,Drynan,bdrynanff@indiatimes.com,Male,232.192.239.168,556,FB,11/15/2020,13,571.88,959,556,556,sell,54.37
557,Lesya,Keesman,lkeesmanfg@pcworld.com,Female,218.150.1.176,557,GOOGL,10/1/2020,1,349.27,529,557,557,sell,74.07
558,Alexandr,Verryan,averryanfh@meetup.com,Male,65.0.18.243,558,AMZN,2/10/2020,22,311.65,849,558,558,sell,93.05
559,Englebert,Ruslen,eruslenfi@cbslocal.com,Male,127.58.69.219,559,AAPL,1/1/2020,1,325.55,761,559,559,sell,27.05
560,Brandon,Edmondson,bedmondsonfj@stanford.edu,Male,29.10.235.18,560,MSFT,8/11/2021,18,261.01,765,560,560,buy,10.72
561,Artie,Luckey,aluckeyfk@technorati.com,Male,195.119.190.132,561,MSFT,4/2/2020,8,387.0,121,561,561,sell,33.89
562,Phillis,Huncote,phuncotefl@weibo.com,Female,138.81.245.38,562,MSFT,6/6/2020,20,931.86,804,562,562,buy,62.44
563,Sloan,Meiklejohn,smeiklejohnfm@harvard.edu,Male,133.163.35.173,563,AAPL,1/24/2020,9,546.21,123,563,563,sell,85.9
564,Kirby,Farragher,kfarragherfn@twitpic.com,Female,169.160.83.89,564,GOOGL,1/11/2020,18,491.05,707,564,564,sell,38.07
565,Luigi,Provost,lprovostfo@infoseek.co.jp,Male,128.54.255.208,565,MSFT,10/6/2020,3,310.86,516,565,565,sell,71.97
566,Melosa,Silliman,msillimanfp@constantcontact.com,Female,127.86.46.7,566,AAPL,3/14/2020,16,713.76,207,566,566,sell,6.62
567,Aurel,Tapscott,atapscottfq@amazon.co.uk,Female,239.64.57.160,567,FB,3/27/2021,6,778.37,402,567,567,sell,2.15
568,Haslett,Grumbridge,hgrumbridgefr@reverbnation.com,Male,135.51.67.135,568,MSFT,5/2/2020,10,77.54,124,568,568,buy,69.37
569,Veda,Ivanchov,vivanchovfs@howstuffworks.com,Genderqueer,241.157.200.45,569,FB,4/29/2021,13,483.98,209,569,569,sell,92.52
570,Pamelina,Bertolaccini,pbertolaccinift@ow.ly,Female,219.223.107.134,570,MSFT,3/14/2021,23,67.22,428,570,570,sell,58.08
571,Carolann,Suatt,csuattfu@statcounter.com,Female,125.133.90.131,571,MSFT,10/19/2021,21,974.08,41,571,571,buy,43.21
572,Ingram,Veryard,iveryardfv@slideshare.net,Male,23.194.108.27,572,FB,2/24/2021,10,928.68,177,572,572,buy,55.26
573,Ericha,Chellam,echellamfw@stanford.edu,Female,186.211.184.29,573,AAPL,7/23/2021,2,746.16,116,573,573,sell,95.64
574,Katharine,Rolance,krolancefx@ucla.edu,Genderfluid,51.137.209.167,574,GOOGL,6/28/2021,18,398.21,882,574,574,sell,37.49
575,Ailee,Aronov,aaronovfy@ftc.gov,Female,224.252.98.249,575,AAPL,2/28/2021,10,298.95,725,575,575,buy,72.21
576,Francesco,Brough,fbroughfz@wordpress.com,Male,106.40.182.189,576,AAPL,9/10/2021,9,500.12,990,576,576,sell,39.48
577,Eran,Kennelly,ekennellyg0@ameblo.jp,Female,230.203.149.10,577,FB,3/16/2021,16,39.2,145,577,577,buy,68.64
578,Regen,Davley,rdavleyg1@house.gov,Bigender,241.163.57.186,578,MSFT,5/17/2020,14,412.16,924,578,578,buy,88.01
579,Philip,Cunningham,pcunninghamg2@miitbeian.gov.cn,Male,9.13.36.49,579,AMZN,3/22/2021,5,674.5,303,579,579,sell,60.37
580,Alexa,Thorburn,athorburng3@tripadvisor.com,Female,74.40.172.130,580,FB,9/9/2020,19,153.69,781,580,580,sell,60.49
581,Sileas,Ettritch,settritchg4@github.com,Female,236.108.203.148,581,AAPL,6/25/2020,14,137.12,843,581,581,buy,85.21
582,Kelila,Postles,kpostlesg5@businesswire.com,Female,53.68.93.250,582,AAPL,10/31/2020,17,407.33,576,582,582,buy,36.07
583,Wynnie,Ellicock,wellicockg6@privacy.gov.au,Female,154.144.199.30,583,MSFT,3/3/2020,19,307.36,647,583,583,sell,78.6
584,Wolfie,Satterfitt,wsatterfittg7@cnbc.com,Male,146.64.172.72,584,AAPL,10/14/2021,14,675.27,900,584,584,sell,1.89
585,Nikolos,Ebbett,nebbettg8@state.gov,Male,233.102.231.232,585,MSFT,10/19/2021,5,405.73,562,585,585,sell,81.35
586,Dael,Konke,dkonkeg9@fema.gov,Female,180.43.33.190,586,AAPL,10/3/2020,23,278.9,447,586,586,buy,68.78
587,Webb,Churm,wchurmga@wikimedia.org,Male,83.254.22.162,587,FB,2/28/2021,22,986.37,397,587,587,buy,50.84
588,Brett,Eakins,beakinsgb@independent.co.uk,Male,21.138.204.196,588,GOOGL,9/16/2020,5,807.17,164,588,588,buy,22.5
589,Siffre,Macrow,smacrowgc@google.com.hk,Male,46.43.161.149,589,FB,6/26/2020,17,861.36,712,589,589,buy,14.77
590,Obadias,Lacaze,olacazegd@spiegel.de,Male,115.156.234.225,590,AMZN,7/11/2021,16,96.69,211,590,590,buy,85.58
591,Melly,Gibbett,mgibbettge@msn.com,Non-binary,146.161.117.96,591,AAPL,9/19/2021,2,226.89,670,591,591,buy,58.96
592,Bobinette,Keeffe,bkeeffegf@wix.com,Female,111.27.43.178,592,GOOGL,1/5/2020,2,731.3,811,592,592,sell,59.16
